idx,x,y
0,59.8518383854,72.9583909677
0,48.9070429644,74.2877488252
0,52.0334562787,64.5666620298
0,42.4767923803,56.7312899691
0,62.8332930874,62.5108942269
0,40.9138319319,38.5590195509
0,30.3918276596,42.75961287
0,34.1730737648,25.6936743092
0,74.3001198284,42.4770945921
0,35.0306285457,12.5366493416
0,59.83218542,69.1525081443
0,32.579020066,1.80811559665
0,74.1383313856,49.1739189791
0,71.6978651182,10.8681445111
0,63.2501970628,65.9524861966
0,36.3556951539,6.0058486497
0,42.0633045627,2.33519661206
0,45.2515760666,70.0034213192
0,39.7774828713,43.75581895
0,45.3780188805,29.1692166544
0,35.9036097344,91.1118630801
0,43.6843934333,32.8230098696
0,55.138737967,30.7257603575
0,43.4904501336,40.782542065
0,38.6644611569,33.3172384774
0,34.3983616372,59.5444469033
0,65.2199135479,84.6829549336
0,38.9800154218,87.322160691
0,75.4012268619,88.6390766207
0,28.0033242354,46.6721919544
0,30.0522898741,96.6175423534
0,39.9630215796,42.9449148487
0,73.0539899616,29.3808085571
0,32.3311102266,61.411101248
0,39.0440366877,84.6760108316
0,47.4881326771,85.3899333808
0,72.1399254065,0.0151193251552
0,62.5168908529,66.4847322418
0,39.505789079,74.8516272173
0,70.0405435824,77.1438066024
0,70.0689259404,7.59346560899
0,39.8112302539,65.3348328092
0,91.6399614428,79.4066030605
0,43.542775926,62.4603112824
0,37.4884147432,60.8144048511
0,39.0520864793,70.6525028457
0,37.0003871448,60.264279248
0,42.2293783752,19.9140684075
0,39.0896145478,70.4661940802
0,44.5902125769,22.0340116412
0,69.3595594592,65.5213545959
0,66.704943997,32.0150954299
0,46.8448551673,36.7917136918
0,48.9604602016,72.6295257275
1,30.5048349283,28.7714879939
1,30.4622184647,32.7504720275
1,30.491302622,43.5613740753
1,30.449653838,44.9951230008
1,30.4859942157,47.3479464653
1,30.5020767935,36.4412129198
1,30.4780588886,28.020580489
1,30.5011608787,38.3141385582
1,30.5047730174,26.4166256707
1,30.509115326,22.8255471196
1,50.1156321728,16.6940065479
1,50.4483013392,21.6402564599
1,50.17317743,29.177864393
1,49.9227419194,38.4404729124
1,50.3112993746,26.8604882737
1,50.3994096114,38.9638389234
1,50.3373626448,40.913386144
1,50.4382906648,92.3547602661
1,50.205406955,90.6405359009
1,50.210881979,80.9417717084
1,50.4672293846,90.281464505
1,50.4441175504,75.0132995059
1,69.5066843151,68.0844667893
1,30.5034743497,38.3485561381
1,69.5510914402,58.4010982686
1,69.495755496,58.785073162
1,69.5291826079,57.8412666804
1,69.5193397556,47.384533707
1,69.4943803061,52.6124107059
1,50.2749326091,49.6234993439
1,50.2023180965,47.2129480045
1,69.199057706,60.4189573202
1,30.4768299051,39.4246055913
1,50.3259243927,94.9946308528
1,50.4209091963,43.3479568967
1,30.500998079,48.0696996767
1,30.474634333,52.3221596388
1,30.4921854231,55.8789168923
1,30.6202277519,60.8600821544
1,30.4980777147,62.3849850338
1,30.5116612138,66.0937181831
1,30.4944213623,45.7734755346
1,30.5183947985,68.2525829388
1,30.489569227,77.7298801366
1,30.5015964737,82.3071263462
1,30.4648469308,82.0892320845
1,50.4562073315,89.9874101286
1,50.3269108629,90.0220534916
1,50.1867033389,99.6946801425
1,30.45024833,79.8348944011
1,50.3735188462,82.2192057218
1,30.4995445502,49.3820997506
1,49.9128985877,55.5878389121
1,50.4467514196,57.2305889423
1,50.3334811097,43.588671479
1,49.6888638379,42.018514414
1,50.489902373,39.2054119682
1,50.0631041291,58.085037556
1,49.9472399619,48.2295767261
1,50.144392979,47.0142836417
1,69.5263228876,56.9952791254
1,69.5340709833,64.8929773346
1,69.5057889042,59.2849248279
1,50.4353151633,56.4393224734
1,50.2052589714,57.9242171676
1,50.4189791992,60.5249117346
1,50.3374274859,57.9553142818
1,69.5101069302,61.3296244282
1,50.3740520508,32.9182406167
1,50.253683689,81.7438287242
1,50.0870583609,73.9518736268
1,69.5034745234,17.1690897689
1,50.3774019862,16.5060150613
1,50.3394254813,18.7234506861
1,50.0936501016,11.6077134241
1,49.9341271714,22.2561397401
1,50.2888186122,13.436410466
1,50.2879944267,12.8722822086
1,50.2347207,20.4044729196
1,50.2797016367,15.608737571
1,50.2530067222,11.3020842468
1,50.4741411162,12.4619966676
1,50.1084399725,18.2590443442
1,49.919058249,3.7168538855
1,50.0836645085,10.2358819024
1,50.3522608355,12.4686005273
1,50.4975722411,7.40962523419
1,50.0163058346,16.2536847911
1,50.4102716314,98.6283694405
1,89.5001804719,31.9789174357
1,30.487391709,19.7794703733
1,30.4995937106,26.0855615691
1,69.524635976,2.73476016988
1,69.5010445197,5.95583353945
1,69.5048154243,15.6143582625
1,69.5618994268,15.9998037858
1,69.5275296829,9.99229666551
1,69.4994868291,10.2078266798
1,69.5034574098,16.8783132661
1,69.5186727475,15.1804864298
1,69.5506789842,9.03298756904
1,50.4682212165,13.3567024555
1,69.5190952617,11.4226857018
1,69.5001114942,11.7916260054
1,69.5322795847,21.8509008151
1,69.5041565157,23.6689181006
1,69.5191157281,71.1159672213
1,69.4875893963,81.8359875567
1,69.5038013697,81.8154056166
1,69.4997669273,84.47968329
1,69.5286156637,91.6220882409
1,69.4989700668,92.1204899292
1,69.5043762947,70.4934438205
1,69.5202566002,97.1938760167
1,50.4164772292,97.2696919618
1,30.4549558873,63.5017787814
1,30.5203612407,65.1004090686
1,30.4995061735,53.6125276703
1,50.2077411201,73.1145035177
1,50.2310718829,80.6473870602
1,69.5250693831,93.5980502089
1,50.2504708592,71.9513852104
1,69.5125730109,61.497563947
1,89.5001240511,53.2163306165
1,69.500264751,27.1360239942
1,69.4994788728,16.3374699821
1,69.5064719492,22.7286628748
1,69.5798670452,21.9352367455
1,69.5050706711,33.7401525035
1,50.179850128,36.8075593352
1,89.4942005622,62.2343269676
1,50.4390920216,37.670771798
1,89.5016235276,45.8151791904
1,89.4888412549,40.6250912209
1,89.5010526463,43.3473436951
1,89.5048511306,48.4234081578
1,89.49778562,46.6299066746
1,89.490246254,48.890796551
1,89.497529662,33.901372671
1,50.1040315041,95.0885380179
1,50.4815081703,93.2227013657
1,50.2824056687,97.6099835723
10,85.1801432805,53.7816766607
10,84.2868249936,57.2561680896
10,85.6224867126,45.0241658646
10,85.6044990156,50.7623379055
10,84.4247858276,38.761410164
10,85.570985078,44.5600964397
10,81.5779459183,63.8949255005
10,84.6267242006,39.4870775084
10,73.5074477338,22.8569887644
10,63.3564881135,17.7240688424
10,72.9590468722,22.5114998325
10,64.0208416469,17.8835812521
10,61.124463241,17.1163533592
10,75.6742073297,24.7825009657
10,73.3961549252,22.8162479426
10,69.5135831574,20.2793578927
10,82.0339084758,62.6818697859
10,63.0902251412,78.041409495
10,56.475383374,79.1678400979
10,49.570911405,79.0381238831
10,37.6277032991,74.5575043418
10,32.2637000863,70.3166389012
10,32.542380336,70.7024172063
10,52.8250171923,85.5781338795
10,77.2045893204,69.3121497658
10,58.5282895407,78.9787042541
10,57.0758924193,79.1939225382
10,54.2564023808,79.3138648504
10,62.6856712475,78.1747432719
10,68.0856058616,76.1123175001
10,65.1181219632,77.3991884543
10,68.7456312971,75.7900554548
10,56.265834263,79.2529394854
10,58.5721354669,16.642703808
10,50.0322537946,79.013071199
10,65.2230303973,18.3971951223
10,64.8020094467,18.2168786335
10,65.0259398087,18.2878245002
10,65.7555515404,18.5162158303
10,69.9677341245,20.5389887758
10,68.8927840241,20.0324488429
10,61.8265465579,17.2696554452
10,63.394712866,17.7005351354
10,60.7879700808,17.0462048583
10,45.0289975331,17.7244473049
10,39.9213628084,19.7018495281
10,84.7942778751,55.5686503735
10,55.6629587449,83.3564796243
10,50.4922475132,78.997532065
10,51.4671011416,79.2018445773
10,61.9156096372,17.2821912228
10,60.6739209233,17.0518023644
10,65.8072190346,18.1407649473
10,52.6840664009,16.4079627826
10,65.3150439093,18.3337482986
10,64.0102406778,17.9244781912
10,57.1409359294,16.5986105437
10,56.3651532552,16.3265463742
10,43.046183241,18.4025593948
10,52.0817555582,16.4538745312
10,42.8790365154,18.4894110252
10,51.5669948027,16.4857136372
10,58.8391251216,16.6376352154
10,60.7557891374,17.0332315064
10,54.7611561181,16.3661890954
10,53.5699050003,16.3397125506
10,48.9146182416,16.7986370826
10,52.6461373069,16.3848363836
10,49.8384929905,16.6763302777
10,53.0812416908,79.2972507654
10,70.9819409865,21.1458881039
10,48.5622230047,78.7823835275
10,51.4734585149,79.1598669963
10,31.7606691716,69.7976553936
10,39.7932905744,75.8079642168
10,45.6174391854,78.1199702277
10,53.7714606827,79.3029316435
10,56.4514336733,79.2471070208
10,66.0937201989,77.0178182606
10,26.8595295604,63.1418346727
10,56.9258394194,79.2063186226
10,57.9022660533,79.0808678187
10,64.8128669568,77.4869389235
10,60.3497935166,78.7294458673
10,48.890555756,16.8065435154
10,47.549506348,17.0714045245
10,30.8894308257,26.3290372348
10,58.9882538467,78.9172589554
10,28.972835724,29.0504689185
10,25.2137904611,60.2733986018
10,26.3207111933,62.3962811186
10,55.9930301513,79.2772636977
10,51.2884586593,82.4359398425
10,51.1705368873,79.1652941091
10,44.3779145287,78.1646280036
10,45.0102700721,77.8808631153
10,48.559816719,78.7883706035
10,26.1633874648,62.0268148985
10,42.1422682922,76.8806345544
10,34.5753090115,72.7248411845
10,31.1686007236,69.2454213193
10,32.6442540714,70.7325550334
10,26.6666456539,62.9809712052
10,26.4592623274,62.6346733709
10,25.5380076465,60.6302361093
10,41.0269715735,76.4095884613
10,52.7512222162,79.2936599344
10,35.1613607523,22.7868496473
10,32.8314206076,24.7975381459
10,82.1443116037,33.1952218669
10,75.6865711383,24.7415103908
10,85.344964503,52.886419866
10,83.8446535127,58.6160602305
10,85.66476066,45.5427527692
10,77.931004934,68.6900618808
10,58.6726630845,16.6633724322
10,73.0318330209,73.12057473
10,57.1446946889,79.1941025922
10,46.9624619942,78.6665589963
10,50.5649338128,79.0772985529
10,53.7196765696,79.306936167
10,54.2002323226,79.3250023354
10,47.875198343,78.6758534295
10,70.1028044999,75.6832068542
10,45.8703691685,17.4893933655
10,52.1881199617,16.4182174652
10,53.8461940322,16.3873180961
10,39.4855747899,20.0330500489
10,33.4461829314,24.1906434075
10,21.8635812756,46.0525933457
10,25.1658708449,35.7666139539
10,22.9594789762,51.2877067934
10,25.5860552415,60.8465833585
10,55.1296393835,16.3532468711
10,26.3143100672,33.2971681038
10,36.4688894772,21.8761144725
10,26.5135531009,32.9187498178
10,36.0270912125,22.1954385395
10,42.6810404129,18.5425361977
10,45.0410771273,17.7345177303
10,47.3524164557,17.1347454264
10,33.037301251,24.5644624921
11,58.5059100905,81.7455863409
11,55.4065208295,80.2666719669
11,51.2743918205,82.8179829379
11,65.5923626471,20.6941731019
11,69.1952352018,22.709792166
11,62.7074541119,21.9955085787
11,59.9670579092,26.8025832185
11,60.9815013975,23.9342981582
11,64.0670962137,27.7765005568
11,59.8469248931,26.1777124879
11,57.662276619,24.0606079328
11,92.2478988278,28.0707514904
11,96.0805193672,28.0536005018
11,91.782532741,34.3842946521
11,92.2484016622,32.3771544295
11,91.8874485924,34.7692538555
11,91.8083525691,34.9655944844
11,85.161682187,65.5124047088
11,76.7456848486,70.0440572588
11,78.4646034437,69.7493008209
11,30.0112642472,68.1467563743
11,29.7452539206,74.4045268347
11,37.3099483549,72.5861552003
11,61.1359469093,82.5375693646
11,61.7206191907,85.7056934492
11,63.6093798555,83.3600288362
11,59.191159132,17.767901807
11,70.7237162322,87.1522075165
11,75.0925497814,83.4373907092
11,70.3279291834,82.0293546968
11,70.8633308324,79.4081747457
11,75.7799048195,79.8861994199
11,78.0936590733,77.759558184
11,76.7457612243,71.9733600919
11,75.0063926418,82.4258351563
11,55.8396313724,21.6185696663
11,59.0007586238,21.1710074885
11,56.4593711284,25.1445642082
11,72.1567189391,16.8142747914
11,70.9805804021,17.15575228
11,72.2220822073,19.3692816955
11,79.7001583481,20.740218365
11,64.2491606461,14.9139624607
11,66.9432914334,20.1891325034
11,66.9907491546,17.2228706509
11,66.9416766634,18.2435093914
11,37.9497836858,26.5217492344
11,86.5043905611,34.8940252874
11,50.8154853559,78.950838805
11,51.1834666638,85.1288546497
11,40.8638552293,82.9261452983
11,57.6132335477,83.9051707998
11,39.6482666468,22.7313663718
11,44.6767615455,80.2382855483
11,65.3064624975,18.1973548277
11,54.1145317806,17.6735343896
11,52.3581053558,19.4170541222
11,51.8116637782,17.0334945954
11,54.222845621,19.503665544
11,49.0187553996,23.4892740197
11,35.6535812004,17.5145080595
11,46.965785757,16.7892016247
11,55.571119732,17.369574581
11,49.5842392555,16.7579160147
11,55.9528886329,16.7897576048
11,51.6637862607,19.9251251977
11,45.8596693166,17.1289036754
11,39.7403795202,18.7410514146
11,52.8112216438,17.8549881176
11,56.7891043639,17.3061155207
11,51.8562999655,21.969084007
11,53.2839688423,84.2635992213
11,64.6170985343,22.4431455531
11,56.2479351377,83.513949493
11,50.157414434,71.1617258246
11,58.2100082697,68.0445380719
11,56.6089076561,70.4089460888
11,52.8338205303,72.5518862725
11,61.8185854576,76.1128240228
11,61.7276334143,77.0692384058
11,47.3480185524,72.5916115408
11,62.1922520815,76.1568192103
11,58.2704123843,35.5968950425
11,59.7665303129,32.6212516009
11,52.5355347207,27.1741229419
11,50.8925215809,29.1452839382
11,49.9675511775,28.4602033343
11,51.3478832298,27.3642602259
11,58.1187658587,73.1189614684
11,37.5551162883,24.5376638386
11,49.3104686263,67.1687603206
11,40.0500951983,71.8890335708
11,37.0211840116,81.954469997
11,42.8817550897,80.1847700514
11,37.1557104777,84.9541114129
11,38.7318581261,83.7893564281
11,31.0005254108,82.5794805962
11,25.9854996226,74.3493875478
11,37.5747950188,69.9887444412
11,23.7145662909,75.0980490792
11,24.9391368744,72.5802858084
11,17.8934987136,71.1096873431
11,23.6730818572,64.8708391385
11,23.7490719056,63.557171895
11,32.2151786343,65.6009580191
11,29.4368412489,67.5545281141
11,23.077319507,71.7205396747
11,39.1995941778,23.6804956588
11,50.7538984114,76.7541289533
11,75.3598819664,75.4216145799
11,62.3362327624,83.2465678988
11,57.337906053,84.9995188696
11,51.9829247003,82.2043834675
11,40.0788064496,80.2471852579
11,45.835020171,82.7425919919
11,45.8019347617,81.6582677456
11,70.8104148392,79.3504618327
11,72.8336258709,72.1146938095
11,36.3827221955,25.2380052325
11,72.2725228706,67.6444437851
11,63.0652438592,34.2357465852
11,68.9343694692,31.6198930866
11,61.4146337175,31.0393750583
11,60.8065608049,27.8683134861
11,61.0029597643,30.0153144324
11,59.0674270249,26.7882840217
11,49.3677068167,22.005580703
11,41.1006943822,26.5526132161
11,28.2178118248,28.2802924847
11,33.7970720433,28.6997507433
11,43.9193873055,27.7978445882
11,44.4164011084,28.9476923345
11,48.2534809736,29.2708555331
11,31.6895761296,26.6664002089
11,28.0376027706,26.8038243613
11,31.2218783581,26.4408557812
11,33.5458051034,20.0807081014
11,39.7363306065,23.4948069772
11,42.8418426525,20.3339004396
11,47.0937298879,26.9934706312
11,51.4536583539,26.0229417521
11,27.2796128523,19.2572809685
12,71.4829096934,34.6805169926
12,68.942075458,62.635150577
12,73.2420023309,67.3532711288
12,71.8670131631,34.3291575887
12,71.5691888532,34.699218607
12,78.1285220512,23.139231835
12,40.7498793985,77.204657286
12,77.7815467962,23.4472144745
12,48.5306293681,34.1524500077
12,65.5307814724,42.2810847015
12,70.1180341426,36.4481847905
12,70.4722626065,36.0880530553
12,76.7911300701,28.0720081685
12,74.1142308687,71.9263635185
12,78.789825254,25.5971933466
12,74.0707000309,68.4795642895
12,43.8568984983,77.6098436482
12,82.6701124763,81.711479845
12,72.4093545935,33.0392569664
12,42.3678224956,73.6382718294
12,39.4629598364,78.459973898
12,44.5173339492,70.3693498252
12,41.6360929963,76.2492229205
12,45.4229321817,69.0955016709
12,77.1636254828,73.5237189623
12,42.0028562742,97.8376147235
12,79.2025626772,92.4072156264
12,84.8482440854,95.4248045304
12,81.5644753207,83.7929072262
12,85.4461864009,83.0782938448
12,80.3124913784,76.5162389518
12,80.7662322969,79.8960656796
12,76.1056290282,95.3049805754
12,76.271299815,25.5695441452
12,37.5620763361,11.9284457044
12,75.1077300904,30.0169834157
12,36.7924815919,13.3921347304
12,75.9483006427,22.7447959146
12,76.8406924717,20.9185472197
12,81.9504776395,19.8745582085
12,81.6437056853,16.5917599845
12,84.6102197758,14.2477619017
12,40.6437192795,20.2408613716
12,84.1028794336,8.98065579006
12,80.5732729943,8.36563890168
12,79.0043268649,10.6281977654
12,40.0481864651,24.2614879334
12,34.7945935378,13.9696834611
12,79.221764441,22.0945914837
12,36.0308797708,93.1217332374
12,80.18002545,19.0888441297
12,76.9532591384,27.7706107405
12,36.6592676972,17.6819644553
12,34.2381100444,13.7131582305
12,75.9692852004,29.0388653753
12,75.2838870131,24.8747531721
12,77.0522406385,27.9056390894
12,42.8267563374,25.5569594065
12,42.0806606852,24.9465264454
12,39.8783046498,18.3249292157
12,34.1409410386,4.57766135024
12,36.4754991726,17.7189477884
12,34.1489682077,13.5238698677
12,37.5794219113,15.0158901333
12,41.0643057894,12.2144689321
12,42.195266147,20.9193721857
12,36.6055782383,15.748875885
12,39.4311612098,19.3238407541
12,37.1030736419,15.4456116477
12,39.7556490651,79.6570966361
12,38.3377571839,92.472719051
12,41.323383287,80.2118685969
12,50.5632444849,62.6238279659
12,52.6309642318,59.9639357915
12,54.6362064446,57.4938424367
12,51.346027139,61.6005530364
12,57.134855354,53.8779658045
12,54.1712415737,58.0598078952
12,46.280631958,68.0284231525
12,50.9423823071,62.0973939351
12,64.3979095023,56.1748754008
12,68.686593294,62.2373439902
12,65.0277937057,57.0962573525
12,53.3045031712,40.883844549
12,52.9451780881,40.3846256942
12,45.225738199,30.5552259226
12,66.512924456,59.0712818478
12,50.8433046202,37.7446280981
12,48.6649246215,64.9610049438
12,44.3247788435,71.0459044019
12,34.4995583102,86.6099850511
12,35.7518707905,94.1167680276
12,32.7672179591,88.5182945794
12,33.7296067755,88.622265789
12,37.238249327,83.7249284144
12,36.0271982243,82.0407806505
12,47.552160202,66.4604037217
12,39.2392807768,79.2637238398
12,35.1660293896,84.1564919839
12,40.622115916,78.5421042089
12,39.181907086,79.8190371976
12,42.4308889944,75.1336346406
12,43.0812558617,75.3467016413
12,44.3607194344,70.4742070546
12,39.7845249391,82.2605658962
12,41.7873232275,83.9880779935
12,49.6592939398,36.273442735
12,41.2700565259,21.7218171465
12,52.1898883047,39.3677964938
12,51.1003173587,38.095699984
12,65.4008341477,42.6140320392
12,64.8520398267,43.1337348404
12,63.4038060118,44.847493688
12,65.3715488709,42.6959713164
12,46.6431192691,31.4072190618
12,61.9080397046,53.1903520694
12,72.6546231621,66.8782776113
12,76.8885781632,72.1654720777
12,43.7446196844,71.2679610751
12,39.0542484428,83.1190207043
12,39.9316746322,79.9391880033
12,39.762826107,76.4059674459
12,71.8266529973,65.6862303604
12,47.1427889348,32.0250641734
12,45.8142453101,31.056979672
12,42.3462616039,24.5583269437
12,47.1301271555,31.3099029222
12,40.9159715783,23.5415923929
12,38.6601639737,21.6895496369
12,42.6125508262,24.195053774
12,41.2090395008,24.1287091891
12,50.6492211499,37.4837907435
12,44.1890843708,28.772625473
12,52.1319019406,39.3646020815
12,43.5498814807,24.3072109395
12,36.7146633371,17.3818098572
12,37.2246101278,17.9800644828
12,40.5124478537,22.9622145725
12,40.2220627884,20.6146217044
12,44.1249612057,23.3662452858
12,39.7972712705,16.083549649
12,31.1068665551,89.4616352367
2,55.3846,97.1795
2,47.9487,95.0
2,64.359,24.1026
2,64.1026,25.2564
2,63.0769,29.1026
2,60.7692,33.718
2,59.2308,38.3333
2,56.6667,40.641
2,98.2051,33.718
2,95.3846,36.7949
2,93.3333,39.8718
2,89.4872,42.5641
2,87.9487,46.0256
2,86.4103,47.5641
2,85.1282,51.4103
2,83.3333,55.2564
2,81.7949,60.2564
2,79.7436,66.7949
2,77.6923,71.4103
2,50.0,78.718
2,47.9487,77.5641
2,29.7436,59.8718
2,29.7436,62.1795
2,31.2821,62.5641
2,57.9487,99.4872
2,74.359,22.9487
2,61.7949,99.1026
2,68.4615,94.1026
2,70.7692,91.0256
2,72.0513,86.4103
2,73.8462,83.3333
2,75.1282,79.1026
2,76.6667,75.2564
2,64.8718,97.5641
2,51.2821,78.718
2,71.2821,22.9487
2,65.8974,20.2564
2,91.2821,41.5385
2,39.4872,25.3846
2,37.6923,25.7692
2,68.2051,2.9487
2,68.4615,5.2564
2,67.9487,8.718
2,78.2051,10.641
2,74.359,10.641
2,71.2821,10.641
2,66.9231,10.641
2,64.1026,10.641
2,60.0,10.641
2,57.4359,10.2564
2,53.8462,10.2564
2,50.5128,9.4872
2,46.1538,6.0256
2,47.1795,9.8718
2,63.0769,19.1026
2,61.2821,19.1026
2,58.7179,18.3333
2,55.1282,18.3333
2,52.3077,18.3333
2,49.7436,17.5641
2,67.9487,22.1795
2,47.4359,16.0256
2,48.7179,14.8718
2,51.2821,14.8718
2,54.1026,14.8718
2,56.1538,14.1026
2,52.0513,12.5641
2,48.7179,11.0256
2,44.8718,13.718
2,44.1026,92.6923
2,53.8462,80.641
2,56.1538,82.9487
2,51.0256,44.1026
2,49.4872,42.1795
2,48.2051,38.3333
2,52.5641,46.0256
2,54.8718,49.8718
2,57.4359,55.2564
2,61.7949,69.1026
2,61.5385,66.4103
2,61.2821,62.1795
2,59.2308,57.9487
2,56.6667,56.0256
2,53.0769,55.641
2,50.0,55.2564
2,46.6667,54.1026
2,44.1026,52.9487
2,40.2564,51.4103
2,35.3846,51.4103
2,46.1538,94.4872
2,51.5385,96.0256
2,38.7179,84.8718
2,35.641,79.8718
2,33.0769,77.5641
2,28.9744,74.4872
2,45.3846,36.4103
2,26.1538,71.4103
2,22.3077,61.7949
2,22.3077,57.1795
2,23.3333,52.9487
2,25.8974,51.0256
2,29.4872,51.0256
2,32.8205,51.0256
2,23.0769,66.4103
2,42.8205,32.5641
2,38.7179,31.4103
2,35.1282,30.2564
2,59.2308,44.4872
2,62.3077,46.0256
2,64.8718,46.7949
2,67.9487,47.9487
2,70.5128,53.718
2,71.5385,60.641
2,56.6667,42.1795
2,71.5385,64.4872
2,46.9231,79.8718
2,48.2051,84.1026
2,50.0,85.2564
2,53.0769,85.2564
2,55.3846,86.0256
2,56.6667,86.0256
2,69.4872,69.4872
2,50.0,95.7692
2,55.1282,40.641
2,51.5385,34.8718
2,32.5641,32.1795
2,30.0,36.7949
2,33.5897,41.4103
2,36.6667,45.641
2,38.2051,49.1026
2,29.7436,36.0256
2,53.5897,37.5641
2,29.7436,32.1795
2,32.0513,26.7949
2,35.8974,25.2564
2,41.0256,25.2564
2,44.1026,25.641
2,47.1795,28.718
2,49.4872,31.4103
2,30.0,29.1026
2,42.8205,91.4103
2,40.7692,88.3333
3,57.8217892319,90.6931665489
3,41.6404540171,27.0930954213
3,41.9383300069,24.9915229793
3,44.0539275103,33.5563924949
3,39.2067193308,51.5337156971
3,28.7044492315,61.7775254006
3,31.7086628996,58.837754374
3,42.8117114739,30.0204484197
3,43.300614891,31.5264261979
3,40.3986329069,16.3470083822
3,40.4356915763,20.2326706762
3,40.9365466658,16.9130048364
3,39.6615736653,15.609355577
3,40.899259175,20.7985289466
3,41.9686168283,26.4970725985
3,40.3834058238,21.3912255247
3,56.5381264538,32.4442454697
3,52.9706912828,29.0401966941
3,56.6365087005,85.637495556
3,59.6521583697,87.8094615921
3,56.5313372853,87.4998110713
3,56.5944213157,86.9270062202
3,63.8689598271,70.2137388333
3,64.4007871926,67.4487184472
3,44.0445656189,35.6622382764
3,77.392982494,63.3714590552
3,70.5958928563,41.9647438672
3,69.8958192404,43.4537592655
3,70.9601362323,41.2595012867
3,63.0559909076,29.7090956748
3,65.0990443941,27.2415575588
3,54.6209525885,30.3445244537
3,69.6470214273,44.044445022
3,42.1787133986,26.492119482
3,44.4438406096,36.0190833012
3,45.0063004454,38.2990195507
3,28.8013366963,63.389040388
3,27.0246032407,62.9018588649
3,28.7391414969,62.7208638859
3,28.5889998149,63.0240805653
3,27.7799191139,63.518147517
3,27.5780252176,62.8210386566
3,27.186463838,63.5587296478
3,28.087273053,63.1232828116
3,28.088741319,63.5107944263
3,57.4894477748,88.0852855629
3,58.082020494,92.0081450101
3,58.2136082599,91.881891513
3,57.27837287,89.9076067166
3,58.7182307185,90.310532087
3,28.0854682136,63.5901969481
3,58.6722880025,90.077160307
3,29.2851466002,63.3836058254
3,28.8113284396,61.3578540576
3,44.0013152386,33.9042073544
3,44.0740606888,34.5532038906
3,44.0071499323,46.4496737846
3,41.3272006535,49.0702512739
3,32.4618467439,62.8819029189
3,62.1056186306,75.9908707599
3,39.4029453026,51.1508571967
3,68.9880844294,63.232147305
3,64.8927879422,65.8141767574
3,43.23308466,63.1652187223
3,39.6175458263,62.9251879574
3,49.1161568603,63.6600006211
3,29.6027609801,60.157346722
3,34.3039579069,56.5421259093
3,62.4901493154,74.5842896072
3,58.2216127264,90.4110187715
