   HJD          MAG      MAGERR   CONTAM    SKYLO   SKYHI   BLIM    TYPE    CHIP     XP   YP   FILTS 
   57115.8657850   19.231   0.100    0.00      12.10     13.83    0.276    7.0    3.0   232.37 2001.13  u
   57115.8920490   18.992   0.092    0.00      11.38     12.87    0.234    7.0    3.0   209.73 2003.71  u
   57115.9091130   19.113   0.065    0.00      10.82     11.85    0.232    7.0    3.0   222.35 1985.51  u
   57115.9146260   18.890   0.066    0.00       9.82     10.72    0.286    7.0    3.0   222.03 1993.36  u
   57116.7352620   18.849   0.173    0.00       8.47      9.55    0.211    7.0    3.0   219.74 1997.45  u
   57116.7563630   19.009   0.143    0.00       5.14      6.09    0.193    7.0    3.0   214.60 1971.94  u
   57116.7693590   19.059   0.135    0.00       3.13      3.93    0.179    1.0    3.0   215.25 2006.63  u
   57116.7822650   19.115   0.147    0.00       3.94      4.81    0.162    1.0    3.0   228.58 1990.38  u
   57116.7954080   19.395   0.153    0.00      29.64     30.73    0.373    7.0    3.0   221.83 2048.86  u
   57116.8083910   19.366   0.151    0.00      26.34     27.50    0.327    7.0    3.0   222.40 1991.78  u
   57116.8213610   19.198   0.101    0.00      24.65     25.90    0.302    7.0    3.0   227.00 1991.51  u
   57116.8343530   19.247   0.124    0.00      23.16     24.44    0.301    7.0    3.0   230.90 1997.61  u
   57116.8472560   19.233   0.118    0.00      21.75     23.10    0.306    7.0    3.0   217.70 2007.97  u
   57116.8609670   19.261   0.115    0.00      20.68     21.81    0.326    7.0    3.0   232.54 1990.73  u
   57116.8738280   19.230   0.095    0.00      19.62     20.74    0.257    7.0    3.0   212.02 1997.89  u
   57116.8869410   19.122   0.088    0.00      18.50     19.71    0.279    7.0    3.0   223.95 1999.61  u
   57116.9000160   18.997   0.085    0.00      17.22     18.65    0.259    7.0    3.0   210.02 2001.35  u
   57116.9137920   18.987   0.100    0.00      16.32     17.57    0.247    7.0    3.0   219.12 1992.78  u
   56423.8604800   17.881   0.012    0.00      15.24     16.48    0.235    7.0    3.0   204.21 1995.31  g
   56424.8576810   17.873   0.014    0.00      13.16     15.14    0.217    7.0    3.0   223.03 2005.65  g
   56450.6577880   18.063   0.014    0.00      11.60     12.98    0.196    1.0    3.0   226.24 2000.56  g
   56450.7836980   17.788   0.015    0.00       9.89     10.79    0.223    7.0    3.0   232.62 1983.44  g
   56450.9345800   17.986   0.015    0.00      92.50    114.30    0.075    1.0    4.0    61.39 2053.55  g
   56451.7590630   17.817   0.016    0.00     216.73    302.84    0.077    1.0    4.0   130.43 1998.11  g
   56451.8821890   17.984   0.011    0.00      82.84    107.94    0.080    1.0    4.0   237.91 1889.33  g
   56452.6027360   17.883   0.014    0.00      89.24    113.02    0.081    1.0    4.0   197.77 1975.09  g
   56452.6913720   18.037   0.015    0.00     141.88    164.37    0.077    1.0    4.0   218.00 1992.64  g
   56452.7985020   17.769   0.014    0.00      83.59    109.97    0.079    1.0    4.0   177.34 2009.55  g
   56452.8666190   17.919   0.014    0.00      92.30    114.95    0.076    1.0    4.0   201.47 2058.64  g
   56453.6682860   18.070   0.014    0.00      83.85    106.58    0.077    1.0    4.0   285.07 1972.59  g
   56453.7410100   17.864   0.019    0.00      80.55    105.03    0.077    1.0    4.0   263.91 1933.36  g
   56453.8214310   17.816   0.018    0.00      83.78    108.66    0.076    1.0    4.0   198.15 1998.38  g
   56453.8914780   18.041   0.016    0.00     105.48    122.31    0.078    1.0    4.0   207.30 2034.63  g
   56509.7291260   17.878   0.012    0.00      82.32    106.41    0.078    1.0    4.0   288.30 1956.06  g
   56510.5253620   17.786   0.012    0.00     104.93    144.01    0.079    1.0    4.0   191.54 1941.94  g
   57112.8932270   17.918   0.024    0.00     104.79    153.47    0.088    1.0    4.0   207.44 1986.73  g
   57113.9065750   17.877   0.024    0.00     108.45    161.69    0.085    1.0    4.0   204.60 2036.65  g
   57114.7481090   17.849   0.032    0.00      98.21    121.45    0.076    1.0    4.0    98.93 1985.49  g
   57114.7588050   17.842   0.029    0.00      81.75    104.28    0.075    1.0    4.0   182.31 1883.69  g
   57114.7718320   17.939   0.033    0.00       5.12      6.75    0.099    1.0    3.0   225.25 1986.08  g
   57114.7849390   17.964   0.029    0.00       6.37      8.54    0.101    1.0    3.0   215.42 2000.89  g
   57114.7982390   17.972   0.033    0.00      60.77     63.36    0.119    1.0    3.0   191.30 2017.56  g
   57114.8111970   18.109   0.032    0.00      56.53     59.16    0.112    1.0    3.0   242.62 1999.33  g
   57114.8240710   18.085   0.029    0.00      51.97     54.37    0.114    1.0    3.0   210.88 1969.80  g
   57114.8370140   18.117   0.025    0.00      48.00     50.86    0.112    1.0    3.0   221.77 1967.57  g
   57114.8499380   18.118   0.024    0.00      44.09     46.69    0.111    1.0    3.0   210.38 1968.44  g
   57114.8568300   18.093   0.028    0.00      40.32     43.00    0.114    1.0    3.0   221.61 1984.57  g
   57114.8636320   18.062   0.026    0.00      36.59     39.51    0.107    1.0    3.0   247.94 2001.40  g
   57114.8808820   17.934   0.023    0.00      32.64     35.57    0.108    1.0    3.0   223.15 1979.26  g
   57114.8932530   17.910   0.021    0.00      27.84     30.63    0.106    1.0    3.0   218.82 1986.23  g
   57114.9096790   17.873   0.022    0.00      24.97     27.71    0.106    1.0    3.0   209.51 1962.48  g
   57115.7478920   17.828   0.032    0.00      21.35     24.19    0.104    1.0    3.0   226.02 1980.24  g
   57115.7607480   17.962   0.032    0.00      10.05     12.45    0.099    1.0    3.0   214.52 1979.56  g
   57115.7745020   17.905   0.028    0.00       5.31      7.89    0.098    1.0    3.0   183.30 2008.64  g
   57115.7874760   17.946   0.030    0.00       7.30      9.79    0.097    1.0    3.0   231.05 1965.99  g
   57115.8005390   18.054   0.034    0.00      76.40     78.97    0.116    1.0    3.0   219.96 2001.98  g
   57115.8135310   18.023   0.031    0.00      70.72     73.23    0.117    1.0    3.0   227.04 1990.93  g
   57115.8264820   18.099   0.033    0.00      65.62     68.05    0.110    1.0    3.0   205.55 1972.40  g
   57115.8396640   18.132   0.025    0.00      61.36     64.13    0.110    1.0    3.0   227.08 1988.58  g
   57115.8525330   18.091   0.027    0.00      57.58     60.28    0.119    1.0    3.0   213.99 1988.13  g
   57115.8654080   18.056   0.025    0.00      54.25     56.89    0.111    1.0    3.0   215.53 1998.67  g
   57115.8916710   17.887   0.025    0.00      50.97     53.79    0.114    1.0    3.0   218.15 2002.86  g
   57115.8995330   17.883   0.014    0.00      47.78     50.30    0.109    1.0    3.0   222.44 1979.53  g
   57115.9154710   17.841   0.019    0.00      44.13     46.73    0.108    1.0    3.0   214.36 1986.61  g
   57116.7348890   17.975   0.057    0.00      40.10     42.55    0.103    1.0    3.0   205.31 1987.39  g
   57116.7431340   17.732   0.041    0.00      29.53     31.97    0.099    1.0    3.0   217.91 1985.92  g
   57116.7559860   17.856   0.035    0.00     497.02    517.08    0.077    1.0    3.0   214.30 1993.34  g
   57116.7689880   17.920   0.032    0.00      23.52     25.97    0.098    1.0    3.0   212.18 1988.61  g
   57116.7818970   17.879   0.036    0.00     119.88    122.60    0.146    1.0    3.0   211.57 2040.72  g
   57116.7950390   17.981   0.030    0.00     113.37    115.88    0.126    1.0    3.0   213.49 2015.30  g
   57116.8080180   18.063   0.036    0.00     104.43    107.05    0.124    1.0    3.0   224.41 1981.34  g
   57116.8209970   18.103   0.034    0.00      96.52     99.16    0.118    1.0    3.0   224.64 1982.81  g
   57116.8339810   18.105   0.039    0.00      90.11     92.60    0.120    1.0    3.0   230.36 2002.37  g
   57116.8468840   18.109   0.034    0.00      84.46     87.36    0.112    1.0    3.0   224.41 2004.21  g
   57116.8605860   18.084   0.035    0.00      80.17     82.90    0.119    1.0    3.0   220.66 1984.07  g
   57116.8734550   17.991   0.028    0.00      75.98     78.77    0.118    1.0    3.0   207.12 1988.36  g
   57116.8865720   17.931   0.029    0.00      72.51     75.27    0.117    1.0    3.0   224.59 1990.46  g
   57116.8996360   17.908   0.022    0.00      69.19     72.00    0.116    1.0    3.0   208.06 1989.49  g
   57116.9134040   17.861   0.030    0.00      65.93     68.71    0.111    1.0    3.0   223.07 2007.39  g
   56423.7072320   17.542   0.015    0.00      62.80     65.75    0.112    1.0    3.0   213.29 2009.23  r
   56423.8549640   17.402   0.014    0.00      59.46     62.11    0.103    1.0    3.0   214.96 2019.38  r
   56424.6853680   17.602   0.015    0.00      53.39     56.11    0.103    1.0    3.0   212.36 2008.07  r
   56424.6888630   17.606   0.013    0.00      46.11     48.60    0.110    1.0    3.0   213.83 1993.93  r
   56424.7643290   17.368   0.013    0.00      79.41     91.93    0.079    1.0    4.0   153.53 1991.20  r
   56424.8494070   17.389   0.015    0.00      88.06     97.35    0.078    1.0    4.0    52.30 2064.08  r
   56450.6532500   17.592   0.018    0.00      76.56     85.71    0.079    1.0    4.0   154.18 2004.68  r
   56450.7785270   17.337   0.014    0.00     265.27    296.74    0.077    1.0    4.0   148.05 2003.93  r
   56450.7792110   17.333   0.012    0.00     652.20    788.19    0.078    1.0    4.0    88.83 2000.59  r
   56450.8765110   17.505   0.013    0.00     665.98    804.89    0.079    1.0    4.0   109.55 1995.45  r
   56450.9293750   17.623   0.014    0.00     217.62    242.98    0.080    1.0    4.0   249.64 1939.41  r
   56451.6526390   17.608   0.016    0.00      74.79     86.48    0.081    1.0    4.0   190.93 1974.21  r
   56451.6534340   17.585   0.016    0.00     249.51    291.53    0.085    1.0    4.0   181.75 1971.48  r
   56451.7538660   17.377   0.015    0.00      87.20     98.26    0.079    1.0    4.0   212.91 2038.20  r
   56451.7545570   17.384   0.015    0.00      90.38    101.22    0.080    1.0    4.0   244.78 2020.47  r
   56451.8769840   17.488   0.013    0.00      82.42     93.03    0.080    1.0    4.0   229.89 1981.51  r
   56451.8776750   17.508   0.012    0.00     269.07    295.44    0.077    1.0    4.0   242.72 1983.84  r
   56452.5971890   17.389   0.016    0.00      62.76     73.91    0.080    1.0    4.0   171.63 1980.62  r
   56452.5979350   17.412   0.015    0.00     206.74    239.40    0.081    1.0    4.0   179.31 1984.98  r
   56452.6858420   17.606   0.017    0.00      72.72     82.49    0.079    1.0    4.0   241.96 2024.28  r
   56452.6866290   17.602   0.014    0.00     239.58    265.84    0.076    1.0    4.0   233.13 2037.33  r
   56452.7932910   17.333   0.015    0.00      69.33     79.95    0.079    1.0    4.0   268.44 1964.92  r
   56452.7939900   17.325   0.014    0.00     232.32    260.57    0.079    1.0    4.0   258.76 1907.42  r
   56453.6631040   17.637   0.016    0.00      55.09     65.32    0.080    1.0    4.0   241.07 1946.11  r
   56453.6637740   17.630   0.015    0.00     184.62    218.21    0.080    1.0    4.0   231.51 1951.83  r
   56453.7358430   17.461   0.019    0.00      59.67     71.07    0.082    1.0    4.0   202.70 2011.98  r
   56453.7365240   17.424   0.015    0.00     201.03    240.80    0.083    1.0    4.0   191.12 2000.11  r
   56453.8158610   17.343   0.016    0.00      80.56     93.04    0.084    1.0    4.0   255.09 1936.47  r
   56453.8166520   17.346   0.016    0.00     221.32    266.21    0.079    1.0    4.0   258.44 1940.86  r
   56453.8863250   17.542   0.020    0.00      83.41     99.04    0.094    1.0    4.0   213.27 1946.36  r
   56453.8870060   17.582   0.017    0.00     254.03    324.04    0.082    1.0    4.0   196.97 1957.81  r
   56509.5227460   17.335   0.015    0.00      81.94    104.40    0.087    1.0    4.0   238.52 1991.72  r
   56509.5234270   17.325   0.015    0.00     269.27    343.92    0.082    1.0    4.0   225.69 1991.34  r
   56509.5934820   17.410   0.017    0.00      90.45    113.95    0.093    1.0    4.0   227.64 2003.86  r
   56509.6590940   17.622   0.014    0.00     303.58    378.27    0.089    1.0    4.0   214.92 1969.94  r
   56509.6597740   17.627   0.017    0.00      68.73     81.94    0.078    1.0    4.0   179.86 1956.66  r
   56509.7239610   17.436   0.014    0.00     224.34    264.41    0.080    1.0    4.0   170.31 1951.56  r
   56509.7246560   17.437   0.013    0.00     223.37    264.25    0.080    1.0    4.0   146.54 1965.71  r
   56510.5201960   17.341   0.014    0.00      58.76     70.55    0.080    1.0    4.0   163.56 1937.79  r
   56510.5208830   17.332   0.014    0.00     194.83    230.89    0.080    1.0    4.0   151.86 1949.79  r
   56510.5861100   17.402   0.014    0.00      74.55     86.19    0.079    1.0    4.0   124.77 1997.70  r
   56510.6517650   17.604   0.014    0.00     250.94    281.09    0.079    1.0    4.0   117.73 1951.87  r
   56510.6524520   17.599   0.014    0.00      61.94     72.38    0.077    1.0    4.0   200.55 1898.70  r
   56510.7157450   17.463   0.013    0.00     204.73    232.39    0.076    1.0    4.0   212.94 1889.04  r
   56510.7164240   17.455   0.013    0.00     181.66    216.66    0.080    1.0    4.0   151.48 1921.07  r
   57113.9054680   17.414   0.016    0.00      55.23     67.89    0.081    1.0    4.0   139.37 1920.64  r
   57114.7470020   17.365   0.019    0.00     185.79    225.59    0.082    1.0    4.0   132.83 1914.68  r
   57114.7576750   17.360   0.020    0.00      61.23     71.32    0.079    1.0    4.0   141.60 1956.71  r
   57114.7707120   17.409   0.020    0.00     206.28    232.66    0.076    1.0    4.0   130.08 1952.08  r
   57114.7838220   17.433   0.019    0.06      13.39     16.25    0.089    1.0    3.0   216.80 1992.71  r
   57114.7971210   17.575   0.022    0.00      13.66     17.09    0.088    1.0    3.0   216.67 2025.43  r
   57114.8100770   17.556   0.024    0.00      55.16     59.72    0.093    1.0    3.0   189.96 2034.88  r
   57114.8229490   17.649   0.021    0.00      52.13     55.92    0.094    1.0    3.0   232.51 2016.06  r
   57114.8358790   17.640   0.020    0.00      48.32     51.93    0.092    1.0    3.0   206.59 1990.89  r
   57114.8488070   17.653   0.020    0.00      44.54     48.61    0.093    1.0    3.0   215.82 1987.04  r
   57114.8556800   17.592   0.025    0.00      42.08     45.74    0.095    1.0    3.0   192.03 1982.90  r
   57114.8625160   17.594   0.018    0.00      39.58     43.93    0.092    1.0    3.0   226.75 1998.90  r
   57114.8797500   17.497   0.019    0.00      37.34     41.46    0.094    1.0    3.0   238.49 2008.99  r
   57114.8921000   17.468   0.017    0.00      34.99     39.23    0.093    1.0    3.0   214.55 2013.72  r
   57114.9080930   17.405   0.016    0.00      32.28     36.18    0.090    1.0    3.0   241.68 1984.72  r
   57115.7362760   17.352   0.020    0.00      30.13     34.72    0.091    1.0    3.0   213.84 1974.06  r
   57115.7467860   17.348   0.020    0.00      27.93     31.53    0.090    1.0    3.0   235.18 1989.46  r
   57115.7596230   17.401   0.023    0.00      19.91     24.13    0.088    1.0    3.0   207.75 1985.04  r
   57115.7733580   17.446   0.015    0.00      13.81     17.74    0.090    1.0    3.0   222.77 2014.18  r
   57115.7863400   17.435   0.021    0.00      14.51     18.17    0.086    1.0    3.0   240.43 1979.55  r
   57115.7994190   17.573   0.023    0.00      71.37     74.94    0.092    1.0    3.0   281.41 2049.81  r
   57115.8124050   17.569   0.021    0.00      66.86     70.18    0.095    1.0    3.0   229.09 1994.63  r
   57115.8253380   17.659   0.019    0.00      61.11     64.87    0.095    1.0    3.0   226.31 2000.76  r
   57115.8385100   17.641   0.019    0.00      56.71     60.52    0.091    1.0    3.0   219.09 2001.43  r
   57115.8514050   17.612   0.021    0.00      53.21     57.06    0.092    1.0    3.0   242.66 1986.96  r
   57115.8642870   17.546   0.019    0.00      50.33     54.27    0.095    1.0    3.0   215.92 1997.16  r
   57115.8905760   17.501   0.021    0.00      48.18     51.83    0.093    1.0    3.0   208.83 2016.08  r
   57115.8950790   17.442   0.015    0.00      46.42     49.88    0.094    1.0    3.0   211.44 1990.35  r
   57115.9076330   17.398   0.017    0.00      44.37     47.71    0.093    1.0    3.0   230.22 1991.90  r
   57115.9138740   17.383   0.017    0.00      41.98     45.40    0.093    1.0    3.0   235.17 1993.74  r
   57116.7337620   17.339   0.024    0.00      39.24     42.16    0.089    1.0    3.0   218.03 2008.03  r
   57116.7420110   17.483   0.031    0.00      33.32     36.56    0.089    1.0    3.0   223.49 1981.65  r
   57116.7548770   17.392   0.025    0.00     643.89    664.56    0.078    1.0    3.0   199.97 1988.97  r
   57116.7678780   17.386   0.026    0.00      26.89     29.71    0.086    1.0    3.0   200.90 1976.90  r
   57116.7807770   17.455   0.020    0.00      29.01     32.03    0.087    1.0    3.0   224.66 1999.93  r
   57116.7939190   17.473   0.021    0.00     101.27    104.74    0.101    1.0    3.0   210.16 2018.06  r
   57116.8068980   17.573   0.024    0.00      95.54     99.47    0.108    1.0    3.0   229.80 2003.65  r
   57116.8198600   17.641   0.025    0.00      88.16     91.79    0.100    1.0    3.0   230.36 1997.32  r
   57116.8328450   17.647   0.026    0.00      80.31     83.54    0.095    1.0    3.0   221.32 2011.64  r
   57116.8457200   17.623   0.021    0.00      74.10     77.83    0.095    1.0    3.0   232.25 2013.09  r
   57116.8594680   17.595   0.019    0.00      69.79     73.35    0.094    1.0    3.0   207.97 2029.92  r
   57116.8723270   17.564   0.020    0.00      66.26     69.62    0.094    1.0    3.0   202.62 2007.67  r
   57116.8854510   17.497   0.019    0.00      63.20     66.83    0.097    1.0    3.0   216.56 2001.95  r
   57116.8985220   17.451   0.017    0.00      60.25     63.77    0.097    1.0    3.0   215.77 1994.87  r
   57116.9122920   17.409   0.020    0.00      57.88     61.20    0.094    1.0    3.0   217.99 1994.84  r
   56423.7094170   17.391   0.015    0.00      55.69     59.31    0.094    1.0    3.0   245.38 2000.76  i
   56423.8573020   17.274   0.012    0.00      54.18     57.47    0.090    1.0    3.0   226.85 2016.43  i
   56424.6903720   17.462   0.013    0.00      51.66     54.89    0.089    1.0    3.0   225.44 1994.96  i
   56424.7669960   17.229   0.014    0.00      47.77     50.94    0.088    1.0    3.0   214.73 1993.26  i
   56424.8521590   17.266   0.013    0.00      42.86     46.76    0.092    1.0    3.0   218.71 2010.09  i
   56450.6547640   17.450   0.012    0.00     730.45    813.01    0.078    1.0    4.0   164.05 1990.26  i
   56450.7807070   17.205   0.014    0.00     827.12    877.30    0.078    1.0    4.0    57.71 2006.53  i
   56450.8789240   17.376   0.013    0.00     755.85    798.00    0.078    1.0    4.0   134.71 1997.51  i
   56450.9315670   17.496   0.012    0.00    1502.86   1642.00    0.079    1.0    4.0   101.06 2013.35  i
   56451.6550350   17.454   0.013    0.00    1388.90   1527.15    0.079    1.0    4.0   123.82 2014.51  i
   56451.7560450   17.239   0.013    0.00     571.31    607.82    0.081    1.0    4.0   259.34 1950.32  i
   56451.8791640   17.375   0.012    0.00     643.28    686.47    0.081    1.0    4.0   185.65 1967.08  i
   56452.5995270   17.268   0.014    0.00     804.67    855.71    0.081    1.0    4.0   212.96 2038.81  i
   56452.6882260   17.457   0.014    0.00     840.59    895.18    0.077    1.0    4.0   245.62 2011.71  i
   56452.7954910   17.193   0.014    0.00     683.05    723.80    0.078    1.0    4.0   253.67 1988.60  i
   56452.8634360   17.322   0.013    0.00     469.66    520.41    0.082    1.0    4.0   188.34 1994.80  i
   56453.6652810   17.490   0.014    0.00     534.89    561.18    0.077    1.0    4.0   223.58 1999.17  i
   56453.7380220   17.293   0.013    0.00     542.10    581.06    0.081    1.0    4.0   259.21 1956.59  i
   56453.8182420   17.242   0.019    0.00     376.79    413.73    0.083    1.0    4.0   245.17 1958.27  i
   56453.8885000   17.425   0.019    0.00     435.53    475.25    0.082    1.0    4.0   204.56 2013.74  i
   56465.5434170   17.198   0.013    0.00     542.90    584.27    0.081    1.0    4.0   206.05 2024.76  i
   56465.5643190   17.222   0.015    0.00     461.36    528.71    0.082    1.0    4.0   270.93 1954.90  i
   56465.5840340   17.248   0.015    0.00     484.38    555.21    0.081    1.0    4.0   209.65 1914.58  i
   56465.6044630   17.280   0.013    0.00     496.53    560.98    0.087    1.0    4.0   215.96 2001.86  i
   56465.6239060   17.337   0.012    0.00     541.66    613.07    0.089    1.0    4.0   205.26 2024.48  i
   56465.6430730   17.442   0.013    0.00    2094.79   2359.77    0.077    1.0    4.0   130.94 1951.25  i
   56465.6623080   17.469   0.015    0.00    2124.71   2685.24    0.078    1.0    4.0   125.02 1930.49  i
   56465.6816580   17.468   0.015    0.00    2412.79   3007.43    0.077    1.0    4.0   127.55 1908.75  i
   56467.5812550   17.235   0.015    0.00    2229.95   2838.81    0.078    1.0    4.0   127.21 1896.18  i
   56467.5978840   17.270   0.014    0.00    2197.80   2956.63    0.078    1.0    4.0   122.64 1887.06  i
   56467.6135950   17.312   0.014    0.00    2193.90   3049.48    0.078    1.0    4.0   117.81 1884.93  i
   56467.6294790   17.372   0.014    0.00    2199.42   3160.42    0.079    1.0    4.0   107.60 1885.00  i
   56467.6455040   17.435   0.012    0.00    6812.96   7794.35    0.082    1.0    4.0    94.16 1890.51  i
   56467.6623740   17.473   0.015    0.00    4863.53   5674.63    0.081    1.0    4.0   363.91 2055.34  i
   56467.6781220   17.481   0.014    0.00    3949.20   4949.21    0.081    1.0    4.0   230.34 1956.21  i
   56467.6948510   17.414   0.014    0.00    3796.81   4862.10    0.081    1.0    4.0   216.04 1939.82  i
   56509.5249250   17.179   0.014    0.00    3578.01   4714.04    0.080    1.0    4.0   210.34 1931.24  i
   56509.5949670   17.256   0.014    0.00    4304.14   5325.29    0.081    1.0    4.0   210.97 1928.56  i
   56509.6612680   17.468   0.015    0.00    3284.40   4495.16    0.081    1.0    4.0   204.29 1929.45  i
   56509.7261460   17.304   0.013    0.00    3257.32   4513.63    0.082    1.0    4.0   204.41 1942.41  i
   56510.5223770   17.191   0.015    0.00    3357.32   4670.38    0.082    1.0    4.0   245.48 1954.26  i
   56510.5876140   17.260   0.013    0.00    3177.12   4573.78    0.081    1.0    4.0   237.93 1966.14  i
   56510.6539380   17.468   0.012    0.00     470.69    518.87    0.082    1.0    4.0   185.65 1943.00  i
   56510.7179510   17.311   0.012    0.00     509.63    558.11    0.082    1.0    4.0   140.73 1953.15  i
   57112.8924790   17.354   0.022    0.00     399.54    455.96    0.082    1.0    4.0   170.35 1960.63  i
   57113.9058420   17.329   0.018    0.00     583.61    625.19    0.081    1.0    4.0   105.41 1997.58  i
   57114.7473780   17.190   0.018    0.00     450.96    488.99    0.081    1.0    4.0   199.45 1895.68  i
   57114.7580500   17.282   0.021    0.00     368.12    424.07    0.084    1.0    4.0   164.19 1929.63  i
   57114.7710880   17.334   0.024    0.00     412.93    459.22    0.081    1.0    4.0   122.68 1913.37  i
   57114.7841970   17.347   0.022    0.00     515.09    544.80    0.078    1.0    4.0   142.77 1965.01  i
   57114.7974960   17.384   0.019    0.00      30.33     34.46    0.092    1.0    3.0   225.34 1999.36  i
   57114.8104420   17.420   0.018    0.00      29.48     34.23    0.090    1.0    3.0   219.03 2016.47  i
   57114.8233170   17.497   0.023    0.00      53.64     58.47    0.091    1.0    3.0   204.66 2034.09  i
